date,value
2020-09-14,0.7974285714
2020-09-15,0.8112857143
2020-09-16,0.8347142857
2020-09-17,0.8617142857
2020-09-18,0.8547142857
2020-09-19,0.8478571429
2020-09-20,0.8244285714
2020-09-21,0.8032857143
2020-09-22,0.7874285714
2020-09-23,0.7557142857
2020-09-24,0.7574285714
2020-09-25,0.756
2020-09-26,0.763
2020-09-27,0.7547142857
2020-09-28,0.7677142857
2020-09-29,0.7847142857
2020-09-30,0.7744285714
2020-10-01,0.7492857143
2020-10-02,0.749
2020-10-03,0.7534285714
2020-10-04,0.763
2020-10-05,0.7531428571
2020-10-06,0.7492857143
2020-10-07,0.7822857143
2020-10-08,0.793
2020-10-09,0.7957142857
2020-10-10,0.7902857143
2020-10-11,0.8065714286
2020-10-12,0.8447142857
2020-10-13,0.852
2020-10-14,0.8508571429
2020-10-15,0.8648571429
2020-10-16,0.8775714286
2020-10-17,0.8627142857
2020-10-18,0.8452857143
2020-10-19,0.8332857143
2020-10-20,0.832
2020-10-21,0.8361428571
2020-10-22,0.8327142857
2020-10-23,0.8488571429
2020-10-24,0.8604285714
2020-10-25,0.859
2020-10-26,0.8334285714
2020-10-27,0.8094285714
2020-10-28,0.7867142857
2020-10-29,0.7741428571
2020-10-30,0.7438571429
2020-10-31,0.7588571429
2020-11-01,0.749
2020-11-02,0.7944285714
2020-11-03,0.8628571429
2020-11-04,0.9254285714
2020-11-05,0.9908571429
2020-11-06,1.0362857143
2020-11-07,1.068
2020-11-08,1.1821428571
2020-11-09,1.2041428571
2020-11-10,1.2092857143
2020-11-11,1.2325714286
2020-11-12,1.2241428571
2020-11-13,1.2331428571
2020-11-14,1.2525714286
2020-11-15,1.2414285714
2020-11-16,1.2802857143
2020-11-17,1.3317142857
2020-11-18,1.3194285714
2020-11-19,1.3828571429
2020-11-20,1.4464285714
2020-11-21,1.5055714286
2020-11-22,1.5058571429
2020-11-23,1.4917142857
2020-11-24,1.4822857143
2020-11-25,1.49
2020-11-26,1.4514285714
2020-11-27,1.4185714286
2020-11-28,1.3812857143
2020-11-29,1.3451428571
2020-11-30,1.3627142857
2020-12-01,1.3334285714
2020-12-02,1.3681428571
2020-12-03,1.3718571429
2020-12-04,1.3722857143
2020-12-05,1.3644285714
2020-12-06,1.4111428571
2020-12-07,1.3941428571
2020-12-08,1.3978571429
2020-12-09,1.3475714286
2020-12-10,1.3317142857
2020-12-11,1.3112857143
2020-12-12,1.336
2020-12-13,1.329
2020-12-14,1.3337142857
2020-12-15,1.3665714286
2020-12-16,1.4057142857
2020-12-17,1.485
2020-12-18,1.5752857143
2020-12-19,1.6134285714
2020-12-20,1.6344285714
2020-12-21,1.6804285714
2020-12-22,1.7158571429
2020-12-23,1.7167142857
2020-12-24,1.709
2020-12-25,1.6958571429
2020-12-26,1.718
2020-12-27,1.7998571429
2020-12-28,1.8484285714
2020-12-29,1.9402857143
2020-12-30,2.0641428571
2020-12-31,2.1165714286
2021-01-01,2.195
2021-01-02,2.2818571429
2021-01-03,2.3555714286
2021-01-04,2.4305714286
2021-01-05,2.5254285714
2021-01-06,2.6358571429
2021-01-07,2.7387142857
2021-01-08,2.7805714286
2021-01-09,2.8251428571
2021-01-10,2.8087142857
2021-01-11,2.7742857143
2021-01-12,2.7071428571
2021-01-13,2.6388571429
2021-01-14,2.6051428571
2021-01-15,2.5761428571
2021-01-16,2.4814285714
2021-01-17,2.4645714286
2021-01-18,2.4831428571
2021-01-19,2.4317142857
2021-01-20,2.3115714286
2021-01-21,2.2372857143
2021-01-22,2.2098571429
2021-01-23,2.1835714286
2021-01-24,2.1282857143
2021-01-25,2.1127142857
2021-01-26,2.0628571429
2021-01-27,2.1125714286
2021-01-28,2.1414285714
2021-01-29,2.1151428571
2021-01-30,2.1287142857
2021-01-31,2.0897142857
2021-02-01,2.0961428571
2021-02-02,2.1738571429
2021-02-03,2.2351428571
2021-02-04,2.3047142857
2021-02-05,2.3955714286
2021-02-06,2.4685714286
2021-02-07,2.6738571429
2021-02-08,2.7372857143
2021-02-09,2.7758571429
2021-02-10,2.7791428571
2021-02-11,2.7864285714
2021-02-12,2.8435714286
2021-02-13,2.8994285714
2021-02-14,2.8754285714
2021-02-15,2.8212857143
2021-02-16,2.8537142857
2021-02-17,2.894
2021-02-18,2.9838571429
2021-02-19,3.0112857143
2021-02-20,3.0464285714
2021-02-21,3.0232857143
2021-02-22,3.0234285714
2021-02-23,3.046
2021-02-24,3.05
2021-02-25,2.9145714286
2021-02-26,2.8452857143
2021-02-27,2.7105714286
2021-02-28,2.6581428571
2021-03-01,2.6878571429
2021-03-02,2.6644285714
2021-03-03,2.586
2021-03-04,2.6212857143
2021-03-05,2.6228571429
2021-03-06,2.6942857143
2021-03-07,2.7692857143
2021-03-08,2.7967142857
2021-03-09,2.8168571429
2021-03-10,2.8797142857
2021-03-11,2.9335714286
2021-03-12,2.9851428571
2021-03-13,3.0671428571
2021-03-14,3.0592857143
2021-03-15,3.0782857143
2021-03-16,3.0381428571
2021-03-17,3.0752857143
2021-03-18,3.0537142857
2021-03-19,3.0418571429
2021-03-20,2.9971428571
2021-03-21,2.973
2021-03-22,2.9705714286
2021-03-23,2.9527142857
2021-03-24,2.8931428571
2021-03-25,2.82
2021-03-26,2.7982857143
2021-03-27,2.7751428571
2021-03-28,2.7805714286
2021-03-29,2.7532857143
2021-03-30,2.7942857143
2021-03-31,2.8057142857
2021-04-01,2.8278571429
2021-04-02,2.7474285714
2021-04-03,2.7148571429
2021-04-04,2.7201428571
2021-04-05,2.6957142857
2021-04-06,2.6621428571
2021-04-07,2.6142857143
2021-04-08,2.625
2021-04-09,2.6932857143
2021-04-10,2.6871428571
2021-04-11,2.6485714286
2021-04-12,2.6624285714
2021-04-13,2.6331428571
2021-04-14,2.7512857143
2021-04-15,2.6321428571
2021-04-16,2.455
2021-04-17,2.3715714286
2021-04-18,2.2261428571
2021-04-19,2.141
2021-04-20,2.0057142857
2021-04-21,1.852
2021-04-22,1.8677142857
2021-04-23,1.9358571429
2021-04-24,1.9248571429
2021-04-25,1.949
2021-04-26,1.9648571429
2021-04-27,2.0524285714
2021-04-28,2.0088571429
2021-04-29,2.0611428571
2021-04-30,2.0831428571
2021-05-01,2.2162857143
2021-05-02,2.3655714286
2021-05-03,2.4304285714
2021-05-04,2.468
2021-05-05,2.5784285714
2021-05-06,2.6242857143
2021-05-07,2.6895714286
2021-05-08,2.6888571429
2021-05-09,2.6718571429
2021-05-10,2.6585714286
2021-05-11,2.6367142857
2021-05-12,2.5607142857
2021-05-13,2.4291428571
2021-05-14,2.258
2021-05-15,2.0685714286
2021-05-16,1.8801428571
2021-05-17,1.6694285714
2021-05-18,1.5125714286
2021-05-19,1.3825714286
2021-05-20,1.2822857143
2021-05-21,1.2265714286
2021-05-22,1.1522857143
2021-05-23,1.1348571429
2021-05-24,1.1477142857
2021-05-25,1.1475714286
2021-05-26,1.1425714286
2021-05-27,1.1454285714
2021-05-28,1.1305714286
2021-05-29,1.1638571429
2021-05-30,1.175
2021-05-31,1.19
2021-06-01,1.2391428571
2021-06-02,1.2804285714
2021-06-03,1.2987142857
2021-06-04,1.3177142857
2021-06-05,1.3222857143
2021-06-06,1.2917142857
2021-06-07,1.2808571429
2021-06-08,1.2234285714
2021-06-09,1.1711428571
2021-06-10,1.1364285714
2021-06-11,1.1365714286
2021-06-12,1.1262857143
2021-06-13,1.1578571429
2021-06-14,1.1651428571
2021-06-15,1.1625714286
2021-06-16,1.1807142857
2021-06-17,1.1965714286
2021-06-18,1.1581428571
2021-06-19,1.1075714286
2021-06-20,1.0321428571
2021-06-21,0.9505714286
2021-06-22,0.9041428571
2021-06-23,0.8581428571
2021-06-24,0.8245714286
2021-06-25,0.7955714286
2021-06-26,0.7357142857
2021-06-27,0.7245714286
2021-06-28,0.7335714286
2021-06-29,0.7222857143
2021-06-30,0.7071428571
2021-07-01,0.6914285714
2021-07-02,0.743
2021-07-03,0.8117142857
2021-07-04,0.8594285714
2021-07-05,0.9121428571
2021-07-06,0.9472857143
2021-07-07,0.9907142857
2021-07-08,1.036
2021-07-09,1.0677142857
2021-07-10,1.073
2021-07-11,1.0608571429
2021-07-12,1.0452857143
2021-07-13,1.0894285714
2021-07-14,1.0707142857
2021-07-15,1.0775714286
2021-07-16,1.0455714286
2021-07-17,1.0527142857
2021-07-18,1.0857142857
2021-07-19,1.0572857143
2021-07-20,1.0248571429
2021-07-21,1.0515714286
2021-07-22,1.0427142857
2021-07-23,1.0647142857
2021-07-24,1.0884285714
2021-07-25,1.0975714286
2021-07-26,1.1921428571
2021-07-27,1.2408571429
2021-07-28,1.2847142857
2021-07-29,1.3587142857
